			Light1	 Light2	 Average		D_L1	D_L2
Light1	 Light2	 Average	15	38	26		0	0
Light1	 Light2	 Average	15	38	26		0	0
Light1	 Light2	 Average	15	38	26		0	0
Light1	 Light2	 Average	15	38	26		0	0
Light1	 Light2	 Average	15	38	26		0	0
Light1	 Light2	 Average	15	39	27		0	1
Light1	 Light2	 Average	15	39	27		0	0
Light1	 Light2	 Average	15	39	27		0	0
Light1	 Light2	 Average	15	39	27		0	0
Light1	 Light2	 Average	15	39	27		0	0
Light1	 Light2	 Average	15	39	27		0	0
Light1	 Light2	 Average	15	39	27		0	0
Light1	 Light2	 Average	15	39	27		0	0
Light1	 Light2	 Average	15	39	27		0	0
Light1	 Light2	 Average	15	40	27		0	1
Light1	 Light2	 Average	15	40	27		0	0
Light1	 Light2	 Average	15	40	27		0	0
Light1	 Light2	 Average	15	40	27		0	0
Light1	 Light2	 Average	15	40	27		0	0
Light1	 Light2	 Average	15	40	27		0	0
Light1	 Light2	 Average	15	40	27		0	0
Light1	 Light2	 Average	15	40	27		0	0
Light1	 Light2	 Average	15	40	27		0	0
Light1	 Light2	 Average	15	40	27		0	0
Light1	 Light2	 Average	15	40	27		0	0
Light1	 Light2	 Average	15	40	27		0	0
Light1	 Light2	 Average	15	40	27		0	0
Light1	 Light2	 Average	15	40	27		0	0
Light1	 Light2	 Average	15	40	27		0	0
Light1	 Light2	 Average	15	40	27		0	0
Light1	 Light2	 Average	15	40	27		0	0
Light1	 Light2	 Average	15	40	27		0	0
Light1	 Light2	 Average	15	40	27		0	0
Light1	 Light2	 Average	15	40	27		0	0
Light1	 Light2	 Average	15	40	27		0	0
Light1	 Light2	 Average	15	40	27		0	0
Light1	 Light2	 Average	15	40	27		0	0
Light1	 Light2	 Average	15	40	27		0	0
Light1	 Light2	 Average	15	40	27		0	0
Light1	 Light2	 Average	15	40	27		0	0
Light1	 Light2	 Average	15	41	28		0	1
Light1	 Light2	 Average	15	41	28		0	0
Light1	 Light2	 Average	15	41	28		0	0
Light1	 Light2	 Average	15	40	27		0	-1
Light1	 Light2	 Average	15	40	27		0	0
Light1	 Light2	 Average	15	41	28		0	1
Light1	 Light2	 Average	15	41	28		0	0
Light1	 Light2	 Average	15	40	27		0	-1
Light1	 Light2	 Average	15	41	28		0	1
Light1	 Light2	 Average	15	40	27		0	-1
Light1	 Light2	 Average	14	40	27		-1	0
Light1	 Light2	 Average	15	41	28		1	1
Light1	 Light2	 Average	14	41	27		-1	0
Light1	 Light2	 Average	14	41	27		0	0
Light1	 Light2	 Average	14	41	27		0	0
Light1	 Light2	 Average	14	41	27		0	0
Light1	 Light2	 Average	14	41	27		0	0
Light1	 Light2	 Average	14	41	27		0	0
Light1	 Light2	 Average	15	41	28		1	0
Light1	 Light2	 Average	16	41	28		1	0
Light1	 Light2	 Average	16	41	28		0	0
Light1	 Light2	 Average	16	41	28		0	0
Light1	 Light2	 Average	16	41	28		0	0
Light1	 Light2	 Average	16	41	28		0	0
Light1	 Light2	 Average	16	41	28		0	0
Light1	 Light2	 Average	16	41	28		0	0
Light1	 Light2	 Average	16	41	28		0	0
Light1	 Light2	 Average	16	41	28		0	0
Light1	 Light2	 Average	16	41	28		0	0
Light1	 Light2	 Average	16	41	28		0	0
Light1	 Light2	 Average	16	41	28		0	0
Light1	 Light2	 Average	16	41	28		0	0
Light1	 Light2	 Average	16	41	28		0	0
Light1	 Light2	 Average	16	41	28		0	0
Light1	 Light2	 Average	16	41	28		0	0
Light1	 Light2	 Average	16	41	28		0	0
Light1	 Light2	 Average	16	41	28		0	0
Light1	 Light2	 Average	16	41	28		0	0
Light1	 Light2	 Average	16	41	28		0	0
Light1	 Light2	 Average	16	41	28		0	0
Light1	 Light2	 Average	16	42	29		0	1
Light1	 Light2	 Average	16	42	29		0	0
Light1	 Light2	 Average	16	42	29		0	0
Light1	 Light2	 Average	16	42	29		0	0
Light1	 Light2	 Average	16	42	29		0	0
Light1	 Light2	 Average	16	42	29		0	0
Light1	 Light2	 Average	16	42	29		0	0
Light1	 Light2	 Average	16	42	29		0	0
Light1	 Light2	 Average	16	42	29		0	0
Light1	 Light2	 Average	16	42	29		0	0
Light1	 Light2	 Average	16	42	29		0	0
Light1	 Light2	 Average	16	42	29		0	0
Light1	 Light2	 Average	16	42	29		0	0
Light1	 Light2	 Average	16	42	29		0	0
Light1	 Light2	 Average	16	42	29		0	0
Light1	 Light2	 Average	16	43	29		0	1
Light1	 Light2	 Average	16	43	29		0	0
Light1	 Light2	 Average	16	43	29		0	0
Light1	 Light2	 Average	16	43	29		0	0
Light1	 Light2	 Average	16	43	29		0	0
Light1	 Light2	 Average	16	43	29		0	0
Light1	 Light2	 Average	16	43	29		0	0
Light1	 Light2	 Average	16	43	29		0	0
Light1	 Light2	 Average	16	43	29		0	0
Light1	 Light2	 Average	16	43	29		0	0
Light1	 Light2	 Average	16	43	29		0	0
Light1	 Light2	 Average	16	43	29		0	0
Light1	 Light2	 Average	16	43	29		0	0
Light1	 Light2	 Average	16	43	29		0	0
Light1	 Light2	 Average	16	43	29		0	0
Light1	 Light2	 Average	16	43	29		0	0
Light1	 Light2	 Average	16	43	29		0	0
Light1	 Light2	 Average	16	43	29		0	0
Light1	 Light2	 Average	16	44	30		0	1
Light1	 Light2	 Average	16	44	30		0	0
Light1	 Light2	 Average	16	44	30		0	0
Light1	 Light2	 Average	16	44	30		0	0
Light1	 Light2	 Average	16	44	30		0	0
Light1	 Light2	 Average	16	44	30		0	0
Light1	 Light2	 Average	16	44	30		0	0
Light1	 Light2	 Average	16	44	30		0	0
Light1	 Light2	 Average	16	44	30		0	0
Light1	 Light2	 Average	16	44	30		0	0
Light1	 Light2	 Average	16	44	30		0	0
Light1	 Light2	 Average	16	44	30		0	0
Light1	 Light2	 Average	15	44	29		-1	0
Light1	 Light2	 Average	15	44	29		0	0
Light1	 Light2	 Average	16	44	30		1	0
Light1	 Light2	 Average	16	44	30		0	0
Light1	 Light2	 Average	16	44	30		0	0
Light1	 Light2	 Average	16	44	30		0	0
Light1	 Light2	 Average	16	44	30		0	0
Light1	 Light2	 Average	16	44	30		0	0
Light1	 Light2	 Average	16	44	30		0	0
Light1	 Light2	 Average	16	44	30		0	0
Light1	 Light2	 Average	16	44	30		0	0
Light1	 Light2	 Average	16	44	30		0	0
Light1	 Light2	 Average	16	44	30		0	0
Light1	 Light2	 Average	16	44	30		0	0
Light1	 Light2	 Average	16	44	30		0	0
Light1	 Light2	 Average	16	44	30		0	0
Light1	 Light2	 Average	16	44	30		0	0
Light1	 Light2	 Average	16	44	30		0	0
Light1	 Light2	 Average	16	44	30		0	0
Light1	 Light2	 Average	16	44	30		0	0
Light1	 Light2	 Average	16	44	30		0	0
Light1	 Light2	 Average	16	44	30		0	0
Light1	 Light2	 Average	16	44	30		0	0
Light1	 Light2	 Average	16	44	30		0	0
Light1	 Light2	 Average	16	44	30		0	0
Light1	 Light2	 Average	15	44	29		-1	0
Light1	 Light2	 Average	15	44	29		0	0
Light1	 Light2	 Average	15	44	29		0	0
Light1	 Light2	 Average	15	44	29		0	0
Light1	 Light2	 Average	15	44	29		0	0
Light1	 Light2	 Average	15	44	29		0	0
Light1	 Light2	 Average	10	44	27		-5	0
Light1	 Light2	 Average	6	43	24		-4	-1
Light1	 Light2	 Average	14	43	28		8	0
Light1	 Light2	 Average	15	44	29		1	1
Light1	 Light2	 Average	15	43	29		0	-1
Light1	 Light2	 Average	15	43	29		0	0
Light1	 Light2	 Average	15	43	29		0	0
Light1	 Light2	 Average	15	43	29		0	0
Light1	 Light2	 Average	15	43	29		0	0
Light1	 Light2	 Average	15	43	29		0	0
Light1	 Light2	 Average	15	43	29		0	0
Light1	 Light2	 Average	15	43	29		0	0
Light1	 Light2	 Average	15	43	29		0	0
Light1	 Light2	 Average	15	43	29		0	0
Light1	 Light2	 Average	15	43	29		0	0
Light1	 Light2	 Average	15	43	29		0	0
Light1	 Light2	 Average	15	43	29		0	0
Light1	 Light2	 Average	15	43	29		0	0
Light1	 Light2	 Average	14	43	28		-1	0
Light1	 Light2	 Average	14	43	28		0	0
Light1	 Light2	 Average	15	43	29		1	0
Light1	 Light2	 Average	15	43	29		0	0
Light1	 Light2	 Average	14	43	28		-1	0
Light1	 Light2	 Average	14	43	28		0	0
Light1	 Light2	 Average	15	43	29		1	0
Light1	 Light2	 Average	15	43	29		0	0
Light1	 Light2	 Average	15	43	29		0	0
Light1	 Light2	 Average	15	43	29		0	0
Light1	 Light2	 Average	15	43	29		0	0
Light1	 Light2	 Average	15	43	29		0	0
Light1	 Light2	 Average	15	43	29		0	0
Light1	 Light2	 Average	15	43	29		0	0
Light1	 Light2	 Average	15	43	29		0	0
Light1	 Light2	 Average	15	43	29		0	0
Light1	 Light2	 Average	15	43	29		0	0
Light1	 Light2	 Average	15	43	29		0	0
Light1	 Light2	 Average	15	43	29		0	0
Light1	 Light2	 Average	15	43	29		0	0
Light1	 Light2	 Average	15	43	29		0	0
Light1	 Light2	 Average	15	43	29		0	0
Light1	 Light2	 Average	15	43	29		0	0
Light1	 Light2	 Average	15	43	29		0	0
Light1	 Light2	 Average	15	43	29		0	0
Light1	 Light2	 Average	15	43	29		0	0
Light1	 Light2	 Average	15	43	29		0	0
Light1	 Light2	 Average	15	43	29		0	0
Light1	 Light2	 Average	15	43	29		0	0
Light1	 Light2	 Average	15	43	29		0	0
Light1	 Light2	 Average	15	42	28		0	-1
Light1	 Light2	 Average	15	43	29		0	1
Light1	 Light2	 Average	15	42	28		0	-1
Light1	 Light2	 Average	15	42	28		0	0
Light1	 Light2	 Average	15	42	28		0	0
Light1	 Light2	 Average	15	42	28		0	0
Light1	 Light2	 Average	15	42	28		0	0
Light1	 Light2	 Average	15	42	28		0	0
Light1	 Light2	 Average	15	42	28		0	0
Light1	 Light2	 Average	15	42	28		0	0
Light1	 Light2	 Average	15	42	28		0	0
Light1	 Light2	 Average	15	42	28		0	0
Light1	 Light2	 Average	15	42	28		0	0
Light1	 Light2	 Average	15	42	28		0	0
Light1	 Light2	 Average	15	42	28		0	0
Light1	 Light2	 Average	15	42	28		0	0
Light1	 Light2	 Average	15	42	28		0	0
Light1	 Light2	 Average	15	42	28		0	0
Light1	 Light2	 Average	15	42	28		0	0
Light1	 Light2	 Average	15	42	28		0	0
Light1	 Light2	 Average	15	42	28		0	0
Light1	 Light2	 Average	15	42	28		0	0
Light1	 Light2	 Average	15	42	28		0	0
Light1	 Light2	 Average	15	41	28		0	-1
Light1	 Light2	 Average	15	41	28		0	0
Light1	 Light2	 Average	15	41	28		0	0
Light1	 Light2	 Average	15	41	28		0	0
Light1	 Light2	 Average	15	41	28		0	0
Light1	 Light2	 Average	15	41	28		0	0
Light1	 Light2	 Average	15	41	28		0	0
Light1	 Light2	 Average	15	41	28		0	0
Light1	 Light2	 Average	15	41	28		0	0
Light1	 Light2	 Average	15	41	28		0	0
Light1	 Light2	 Average	15	41	28		0	0
Light1	 Light2	 Average	15	41	28		0	0
Light1	 Light2	 Average	15	41	28		0	0
Light1	 Light2	 Average	15	40	27		0	-1
Light1	 Light2	 Average	15	40	27		0	0
Light1	 Light2	 Average	15	40	27		0	0
Light1	 Light2	 Average	15	40	27		0	0
Light1	 Light2	 Average	15	40	27		0	0
Light1	 Light2	 Average	15	40	27		0	0
Light1	 Light2	 Average	15	40	27		0	0
Light1	 Light2	 Average	15	40	27		0	0
Light1	 Light2	 Average	15	40	27		0	0
Light1	 Light2	 Average	15	40	27		0	0
Light1	 Light2	 Average	15	40	27		0	0
Light1	 Light2	 Average	15	40	27		0	0
Light1	 Light2	 Average	15	40	27		0	0
Light1	 Light2	 Average	15	40	27		0	0
Light1	 Light2	 Average	15	40	27		0	0
Light1	 Light2	 Average	15	40	27		0	0
Light1	 Light2	 Average	15	40	27		0	0
Light1	 Light2	 Average	15	40	27		0	0
Light1	 Light2	 Average	15	40	27		0	0
Light1	 Light2	 Average	15	40	27		0	0
Light1	 Light2	 Average	15	40	27		0	0
Light1	 Light2	 Average	15	40	27		0	0
Light1	 Light2	 Average	15	40	27		0	0
Light1	 Light2	 Average	15	40	27		0	0
Light1	 Light2	 Average	15	40	27		0	0
Light1	 Light2	 Average	15	40	27		0	0
Light1	 Light2	 Average	15	40	27		0	0
Light1	 Light2	 Average	15	39	27		0	-1
Light1	 Light2	 Average	15	39	27		0	0
Light1	 Light2	 Average	15	39	27		0	0
Light1	 Light2	 Average	15	39	27		0	0
Light1	 Light2	 Average	15	39	27		0	0
Light1	 Light2	 Average	15	39	27		0	0
Light1	 Light2	 Average	15	39	27		0	0
Light1	 Light2	 Average	15	39	27		0	0
Light1	 Light2	 Average	15	39	27		0	0
Light1	 Light2	 Average	15	39	27		0	0
Light1	 Light2	 Average	15	39	27		0	0
Light1	 Light2	 Average	15	40	27		0	1
Light1	 Light2	 Average	15	40	27		0	0
Light1	 Light2	 Average	15	40	27		0	0
Light1	 Light2	 Average	15	40	27		0	0
Light1	 Light2	 Average	15	40	27		0	0
Light1	 Light2	 Average	15	40	27		0	0
Light1	 Light2	 Average	15	40	27		0	0
Light1	 Light2	 Average	15	40	27		0	0
Light1	 Light2	 Average	15	40	27		0	0
Light1	 Light2	 Average	15	40	27		0	0
Light1	 Light2	 Average	15	40	27		0	0
Light1	 Light2	 Average	15	40	27		0	0
Light1	 Light2	 Average	15	40	27		0	0
Light1	 Light2	 Average	15	40	27		0	0
Light1	 Light2	 Average	15	40	27		0	0
Light1	 Light2	 Average	15	40	27		0	0
Light1	 Light2	 Average	15	40	27		0	0
Light1	 Light2	 Average	15	40	27		0	0
Light1	 Light2	 Average	15	40	27		0	0
Light1	 Light2	 Average	15	40	27		0	0
Light1	 Light2	 Average	15	40	27		0	0
Light1	 Light2	 Average	15	40	27		0	0
Light1	 Light2	 Average	15	40	27		0	0
Light1	 Light2	 Average	15	40	27		0	0
Light1	 Light2	 Average	15	40	27		0	0
Light1	 Light2	 Average	15	40	27		0	0
Light1	 Light2	 Average	15	41	28		0	1
Light1	 Light2	 Average	15	41	28		0	0
Light1	 Light2	 Average	15	41	28		0	0
Light1	 Light2	 Average	15	41	28		0	0
Light1	 Light2	 Average	15	41	28		0	0
Light1	 Light2	 Average	15	41	28		0	0
Light1	 Light2	 Average	15	41	28		0	0
Light1	 Light2	 Average	15	42	28		0	1
Light1	 Light2	 Average	15	42	28		0	0
Light1	 Light2	 Average	15	42	28		0	0
Light1	 Light2	 Average	15	42	28		0	0
Light1	 Light2	 Average	15	42	28		0	0
Light1	 Light2	 Average	15	42	28		0	0
Light1	 Light2	 Average	15	42	28		0	0
Light1	 Light2	 Average	15	42	28		0	0
Light1	 Light2	 Average	15	43	29		0	1
Light1	 Light2	 Average	15	43	29		0	0
Light1	 Light2	 Average	15	43	29		0	0
Light1	 Light2	 Average	15	43	29		0	0
Light1	 Light2	 Average	15	43	29		0	0
Light1	 Light2	 Average	15	44	29		0	1
Light1	 Light2	 Average	15	44	29		0	0
Light1	 Light2	 Average	15	44	29		0	0
Light1	 Light2	 Average	15	44	29		0	0
Light1	 Light2	 Average	15	44	29		0	0
Light1	 Light2	 Average	15	44	29		0	0
Light1	 Light2	 Average	15	45	30		0	1
Light1	 Light2	 Average	15	45	30		0	0
Light1	 Light2	 Average	15	45	30		0	0
Light1	 Light2	 Average	15	45	30		0	0
Light1	 Light2	 Average	15	45	30		0	0
Light1	 Light2	 Average	15	45	30		0	0
Light1	 Light2	 Average	15	45	30		0	0
Light1	 Light2	 Average	15	45	30		0	0
Light1	 Light2	 Average	15	45	30		0	0
Light1	 Light2	 Average	15	45	30		0	0
Light1	 Light2	 Average	15	45	30		0	0
Light1	 Light2	 Average	15	45	30		0	0
Light1	 Light2	 Average	15	45	30		0	0
Light1	 Light2	 Average	15	46	30		0	1
Light1	 Light2	 Average	15	46	30		0	0
Light1	 Light2	 Average	15	46	30		0	0
Light1	 Light2	 Average	15	46	30		0	0
Light1	 Light2	 Average	15	46	30		0	0
Light1	 Light2	 Average	15	46	30		0	0
Light1	 Light2	 Average	15	46	30		0	0
Light1	 Light2	 Average	15	47	31		0	1
Light1	 Light2	 Average	15	47	31		0	0
Light1	 Light2	 Average	15	47	31		0	0
Light1	 Light2	 Average	15	47	31		0	0
Light1	 Light2	 Average	15	47	31		0	0
Light1	 Light2	 Average	15	47	31		0	0
Light1	 Light2	 Average	15	47	31		0	0
Light1	 Light2	 Average	15	48	31		0	1
Light1	 Light2	 Average	15	48	31		0	0
Light1	 Light2	 Average	15	48	31		0	0
Light1	 Light2	 Average	15	48	31		0	0
Light1	 Light2	 Average	15	48	31		0	0
Light1	 Light2	 Average	15	48	31		0	0
Light1	 Light2	 Average	15	48	31		0	0
Light1	 Light2	 Average	15	49	32		0	1
Light1	 Light2	 Average	15	49	32		0	0
Light1	 Light2	 Average	15	49	32		0	0
Light1	 Light2	 Average	15	49	32		0	0
Light1	 Light2	 Average	15	49	32		0	0
Light1	 Light2	 Average	15	49	32		0	0
Light1	 Light2	 Average	15	50	32		0	1
Light1	 Light2	 Average	15	50	32		0	0
Light1	 Light2	 Average	15	50	32		0	0
Light1	 Light2	 Average	15	50	32		0	0
Light1	 Light2	 Average	15	50	32		0	0
Light1	 Light2	 Average	15	50	32		0	0
Light1	 Light2	 Average	15	50	32		0	0
Light1	 Light2	 Average	15	50	32		0	0
Light1	 Light2	 Average	15	50	32		0	0
Light1	 Light2	 Average	15	50	32		0	0
Light1	 Light2	 Average	15	50	32		0	0
Light1	 Light2	 Average	15	51	33		0	1
Light1	 Light2	 Average	15	51	33		0	0
Light1	 Light2	 Average	15	51	33		0	0
Light1	 Light2	 Average	15	51	33		0	0
Light1	 Light2	 Average	15	51	33		0	0
Light1	 Light2	 Average	15	52	33		0	1
Light1	 Light2	 Average	15	52	33		0	0
Light1	 Light2	 Average	15	53	34		0	1
Light1	 Light2	 Average	15	53	34		0	0
Light1	 Light2	 Average	15	53	34		0	0
Light1	 Light2	 Average	15	53	34		0	0
Light1	 Light2	 Average	15	53	34		0	0
Light1	 Light2	 Average	15	53	34		0	0
Light1	 Light2	 Average	15	53	34		0	0
Light1	 Light2	 Average	15	53	34		0	0
Light1	 Light2	 Average	15	53	34		0	0
Light1	 Light2	 Average	15	54	34		0	1
Light1	 Light2	 Average	15	54	34		0	0
Light1	 Light2	 Average	15	54	34		0	0
Light1	 Light2	 Average	15	54	34		0	0
Light1	 Light2	 Average	15	55	35		0	1
Light1	 Light2	 Average	15	55	35		0	0
Light1	 Light2	 Average	15	55	35		0	0
Light1	 Light2	 Average	15	55	35		0	0
Light1	 Light2	 Average	15	55	35		0	0
Light1	 Light2	 Average	15	55	35		0	0
Light1	 Light2	 Average	15	55	35		0	0
Light1	 Light2	 Average	15	55	35		0	0
Light1	 Light2	 Average	15	56	35		0	1
Light1	 Light2	 Average	15	56	35		0	0
Light1	 Light2	 Average	15	56	35		0	0
Light1	 Light2	 Average	15	57	36		0	1
Light1	 Light2	 Average	15	57	36		0	0
Light1	 Light2	 Average	15	57	36		0	0
Light1	 Light2	 Average	15	57	36		0	0
Light1	 Light2	 Average	15	57	36		0	0
Light1	 Light2	 Average	15	58	36		0	1
Light1	 Light2	 Average	15	58	36		0	0
Light1	 Light2	 Average	15	58	36		0	0
Light1	 Light2	 Average	15	58	36		0	0
Light1	 Light2	 Average	15	58	36		0	0
Light1	 Light2	 Average	15	59	37		0	1
Light1	 Light2	 Average	15	59	37		0	0
Light1	 Light2	 Average	15	59	37		0	0
Light1	 Light2	 Average	15	59	37		0	0
Light1	 Light2	 Average	15	59	37		0	0
Light1	 Light2	 Average	15	59	37		0	0
Light1	 Light2	 Average	15	59	37		0	0
Light1	 Light2	 Average	15	59	37		0	0
Light1	 Light2	 Average	15	59	37		0	0
Light1	 Light2	 Average	15	59	37		0	0
Light1	 Light2	 Average	15	60	37		0	1
Light1	 Light2	 Average	15	60	37		0	0
Light1	 Light2	 Average	15	60	37		0	0
Light1	 Light2	 Average	15	60	37		0	0
Light1	 Light2	 Average	15	60	37		0	0
Light1	 Light2	 Average	15	60	37		0	0
Light1	 Light2	 Average	15	60	37		0	0
Light1	 Light2	 Average	15	60	37		0	0
Light1	 Light2	 Average	15	60	37		0	0
Light1	 Light2	 Average	15	60	37		0	0
Light1	 Light2	 Average	15	60	37		0	0
Light1	 Light2	 Average	15	60	37		0	0
Light1	 Light2	 Average	15	60	37		0	0
Light1	 Light2	 Average	15	59	37		0	-1
Light1	 Light2	 Average	15	60	37		0	1
Light1	 Light2	 Average	15	59	37		0	-1
Light1	 Light2	 Average	15	59	37		0	0
Light1	 Light2	 Average	15	59	37		0	0
Light1	 Light2	 Average	15	59	37		0	0
Light1	 Light2	 Average	15	59	37		0	0
Light1	 Light2	 Average	15	59	37		0	0
Light1	 Light2	 Average	15	59	37		0	0
Light1	 Light2	 Average	15	59	37		0	0
Light1	 Light2	 Average	15	59	37		0	0
Light1	 Light2	 Average	15	59	37		0	0
Light1	 Light2	 Average	15	59	37		0	0
Light1	 Light2	 Average	15	59	37		0	0
Light1	 Light2	 Average	15	60	37		0	1
Light1	 Light2	 Average	15	60	37		0	0
Light1	 Light2	 Average	16	60	38		1	0
Light1	 Light2	 Average	15	60	37		-1	0
Light1	 Light2	 Average	15	60	37		0	0
Light1	 Light2	 Average	15	60	37		0	0
Light1	 Light2	 Average	15	60	37		0	0
Light1	 Light2	 Average	15	60	37		0	0
Light1	 Light2	 Average	15	60	37		0	0
Light1	 Light2	 Average	15	60	37		0	0
Light1	 Light2	 Average	15	60	37		0	0
Light1	 Light2	 Average	15	60	37		0	0
Light1	 Light2	 Average	15	60	37		0	0
Light1	 Light2	 Average	15	60	37		0	0
Light1	 Light2	 Average	15	61	38		0	1
Light1	 Light2	 Average	16	61	38		1	0
Light1	 Light2	 Average	15	61	38		-1	0
Light1	 Light2	 Average	15	62	38		0	1
Light1	 Light2	 Average	16	62	39		1	0
Light1	 Light2	 Average	16	62	39		0	0
Light1	 Light2	 Average	16	63	39		0	1
Light1	 Light2	 Average	16	63	39		0	0
Light1	 Light2	 Average	16	63	39		0	0
Light1	 Light2	 Average	16	64	40		0	1
Light1	 Light2	 Average	16	64	40		0	0
Light1	 Light2	 Average	16	65	40		0	1
Light1	 Light2	 Average	16	65	40		0	0
Light1	 Light2	 Average	16	65	40		0	0
Light1	 Light2	 Average	16	65	40		0	0
Light1	 Light2	 Average	16	65	40		0	0
Light1	 Light2	 Average	16	66	41		0	1
Light1	 Light2	 Average	16	66	41		0	0
Light1	 Light2	 Average	16	67	41		0	1
Light1	 Light2	 Average	16	67	41		0	0
Light1	 Light2	 Average	16	67	41		0	0
Light1	 Light2	 Average	16	68	42		0	1
Light1	 Light2	 Average	16	68	42		0	0
Light1	 Light2	 Average	16	69	42		0	1
Light1	 Light2	 Average	16	69	42		0	0
Light1	 Light2	 Average	16	69	42		0	0
Light1	 Light2	 Average	16	70	43		0	1
Light1	 Light2	 Average	16	70	43		0	0
Light1	 Light2	 Average	16	70	43		0	0
Light1	 Light2	 Average	16	70	43		0	0
Light1	 Light2	 Average	16	70	43		0	0
Light1	 Light2	 Average	16	70	43		0	0
Light1	 Light2	 Average	16	70	43		0	0
Light1	 Light2	 Average	16	70	43		0	0
Light1	 Light2	 Average	16	70	43		0	0
Light1	 Light2	 Average	16	70	43		0	0
Light1	 Light2	 Average	16	71	43		0	1
Light1	 Light2	 Average	16	70	43		0	-1
Light1	 Light2	 Average	16	70	43		0	0
Light1	 Light2	 Average	16	70	43		0	0
Light1	 Light2	 Average	16	70	43		0	0
Light1	 Light2	 Average	16	70	43		0	0
Light1	 Light2	 Average	16	70	43		0	0
Light1	 Light2	 Average	16	70	43		0	0
Light1	 Light2	 Average	16	70	43		0	0
Light1	 Light2	 Average	16	70	43		0	0
Light1	 Light2	 Average	16	70	43		0	0
Light1	 Light2	 Average	16	70	43		0	0
Light1	 Light2	 Average	16	70	43		0	0
Light1	 Light2	 Average	16	70	43		0	0
Light1	 Light2	 Average	16	70	43		0	0
Light1	 Light2	 Average	16	70	43		0	0
Light1	 Light2	 Average	16	70	43		0	0
Light1	 Light2	 Average	16	70	43		0	0
Light1	 Light2	 Average	16	70	43		0	0
Light1	 Light2	 Average	16	70	43		0	0
Light1	 Light2	 Average	16	70	43		0	0
Light1	 Light2	 Average	16	69	42		0	-1
Light1	 Light2	 Average	16	69	42		0	0
Light1	 Light2	 Average	16	69	42		0	0
Light1	 Light2	 Average	16	69	42		0	0
Light1	 Light2	 Average	16	69	42		0	0
Light1	 Light2	 Average	16	69	42		0	0
Light1	 Light2	 Average	16	69	42		0	0
Light1	 Light2	 Average	16	69	42		0	0
Light1	 Light2	 Average	16	69	42		0	0
Light1	 Light2	 Average	16	69	42		0	0
Light1	 Light2	 Average	16	69	42		0	0
Light1	 Light2	 Average	16	69	42		0	0
Light1	 Light2	 Average	16	69	42		0	0
Light1	 Light2	 Average	16	69	42		0	0
Light1	 Light2	 Average	16	69	42		0	0
Light1	 Light2	 Average	16	69	42		0	0
Light1	 Light2	 Average	16	68	42		0	-1
Light1	 Light2	 Average	16	68	42		0	0
Light1	 Light2	 Average	16	68	42		0	0
Light1	 Light2	 Average	16	68	42		0	0
Light1	 Light2	 Average	16	68	42		0	0
Light1	 Light2	 Average	16	68	42		0	0
Light1	 Light2	 Average	16	69	42		0	1
Light1	 Light2	 Average	16	68	42		0	-1
Light1	 Light2	 Average	16	68	42		0	0
Light1	 Light2	 Average	16	68	42		0	0
Light1	 Light2	 Average	16	69	42		0	1
Light1	 Light2	 Average	16	68	42		0	-1
Light1	 Light2	 Average	16	68	42		0	0
Light1	 Light2	 Average	16	68	42		0	0
Light1	 Light2	 Average	16	68	42		0	0
Light1	 Light2	 Average	16	68	42		0	0
Light1	 Light2	 Average	16	68	42		0	0
Light1	 Light2	 Average	16	68	42		0	0
Light1	 Light2	 Average	16	69	42		0	1
Light1	 Light2	 Average	16	69	42		0	0
Light1	 Light2	 Average	16	69	42		0	0
Light1	 Light2	 Average	16	69	42		0	0
Light1	 Light2	 Average	16	69	42		0	0
Light1	 Light2	 Average	16	69	42		0	0
Light1	 Light2	 Average	16	69	42		0	0
Light1	 Light2	 Average	16	69	42		0	0
Light1	 Light2	 Average	16	69	42		0	0
Light1	 Light2	 Average	16	69	42		0	0
Light1	 Light2	 Average	16	69	42		0	0
Light1	 Light2	 Average	16	69	42		0	0
Light1	 Light2	 Average	16	69	42		0	0
Light1	 Light2	 Average	16	69	42		0	0
Light1	 Light2	 Average	16	69	42		0	0
Light1	 Light2	 Average	16	69	42		0	0
Light1	 Light2	 Average	16	69	42		0	0
Light1	 Light2	 Average	16	69	42		0	0
Light1	 Light2	 Average	16	69	42		0	0
Light1	 Light2	 Average	16	69	42		0	0
Light1	 Light2	 Average	16	69	42		0	0
Light1	 Light2	 Average	16	69	42		0	0
Light1	 Light2	 Average	16	69	42		0	0
Light1	 Light2	 Average	16	69	42		0	0
Light1	 Light2	 Average	16	69	42		0	0
Light1	 Light2	 Average	16	69	42		0	0
Light1	 Light2	 Average	16	69	42		0	0
Light1	 Light2	 Average	16	69	42		0	0
Light1	 Light2	 Average	16	69	42		0	0
Light1	 Light2	 Average	16	69	42		0	0
Light1	 Light2	 Average	16	69	42		0	0
Light1	 Light2	 Average	16	69	42		0	0
Light1	 Light2	 Average	16	69	42		0	0
Light1	 Light2	 Average	16	69	42		0	0
Light1	 Light2	 Average	16	69	42		0	0
Light1	 Light2	 Average	16	69	42		0	0
Light1	 Light2	 Average	16	69	42		0	0
Light1	 Light2	 Average	16	70	43		0	1
Light1	 Light2	 Average	16	70	43		0	0
Light1	 Light2	 Average	16	70	43		0	0
Light1	 Light2	 Average	16	70	43		0	0
Light1	 Light2	 Average	16	70	43		0	0
