			Light1	 Light2	 Average		D_L1	D_L2
Light1	 Light2	 Average	12	6	9		0	-1
Light1	 Light2	 Average	12	7	9		0	1
Light1	 Light2	 Average	12	7	9		0	0
Light1	 Light2	 Average	12	6	9		0	-1
Light1	 Light2	 Average	12	7	9		0	1
Light1	 Light2	 Average	12	7	9		0	0
Light1	 Light2	 Average	12	7	9		0	0
Light1	 Light2	 Average	12	7	9		0	0
Light1	 Light2	 Average	12	7	9		0	0
Light1	 Light2	 Average	12	7	9		0	0
Light1	 Light2	 Average	12	7	9		0	0
Light1	 Light2	 Average	12	7	9		0	0
Light1	 Light2	 Average	12	7	9		0	0
Light1	 Light2	 Average	13	7	10		1	0
Light1	 Light2	 Average	13	7	10		0	0
Light1	 Light2	 Average	12	7	9		-1	0
Light1	 Light2	 Average	13	7	10		1	0
Light1	 Light2	 Average	13	7	10		0	0
Light1	 Light2	 Average	13	7	10		0	0
Light1	 Light2	 Average	12	7	9		-1	0
Light1	 Light2	 Average	12	7	9		0	0
Light1	 Light2	 Average	12	7	9		0	0
Light1	 Light2	 Average	12	7	9		0	0
Light1	 Light2	 Average	13	7	10		1	0
Light1	 Light2	 Average	13	7	10		0	0
Light1	 Light2	 Average	12	7	9		-1	0
Light1	 Light2	 Average	13	7	10		1	0
Light1	 Light2	 Average	12	7	9		-1	0
Light1	 Light2	 Average	12	7	9		0	0
Light1	 Light2	 Average	12	7	9		0	0
Light1	 Light2	 Average	12	7	9		0	0
Light1	 Light2	 Average	13	7	10		1	0
Light1	 Light2	 Average	12	7	9		-1	0
Light1	 Light2	 Average	12	7	9		0	0
Light1	 Light2	 Average	13	7	10		1	0
Light1	 Light2	 Average	12	7	9		-1	0
Light1	 Light2	 Average	12	7	9		0	0
Light1	 Light2	 Average	13	7	10		1	0
Light1	 Light2	 Average	13	7	10		0	0
Light1	 Light2	 Average	13	7	10		0	0
Light1	 Light2	 Average	12	7	9		-1	0
Light1	 Light2	 Average	12	7	9		0	0
Light1	 Light2	 Average	13	7	10		1	0
Light1	 Light2	 Average	13	7	10		0	0
Light1	 Light2	 Average	13	7	10		0	0
Light1	 Light2	 Average	13	7	10		0	0
Light1	 Light2	 Average	12	7	9		-1	0
Light1	 Light2	 Average	12	7	9		0	0
Light1	 Light2	 Average	12	7	9		0	0
Light1	 Light2	 Average	12	7	9		0	0
Light1	 Light2	 Average	12	8	10		0	1
Light1	 Light2	 Average	12	8	10		0	0
Light1	 Light2	 Average	12	8	10		0	0
Light1	 Light2	 Average	12	8	10		0	0
Light1	 Light2	 Average	13	7	10		1	-1
Light1	 Light2	 Average	12	8	10		-1	1
Light1	 Light2	 Average	12	8	10		0	0
Light1	 Light2	 Average	13	8	10		1	0
Light1	 Light2	 Average	12	8	10		-1	0
Light1	 Light2	 Average	13	8	10		1	0
Light1	 Light2	 Average	12	8	10		-1	0
Light1	 Light2	 Average	12	8	10		0	0
Light1	 Light2	 Average	13	8	10		1	0
Light1	 Light2	 Average	12	8	10		-1	0
Light1	 Light2	 Average	12	8	10		0	0
Light1	 Light2	 Average	12	8	10		0	0
Light1	 Light2	 Average	12	8	10		0	0
Light1	 Light2	 Average	12	8	10		0	0
Light1	 Light2	 Average	12	8	10		0	0
Light1	 Light2	 Average	12	8	10		0	0
Light1	 Light2	 Average	12	8	10		0	0
Light1	 Light2	 Average	12	8	10		0	0
Light1	 Light2	 Average	13	8	10		1	0
Light1	 Light2	 Average	12	8	10		-1	0
Light1	 Light2	 Average	12	8	10		0	0
Light1	 Light2	 Average	13	8	10		1	0
Light1	 Light2	 Average	13	8	10		0	0
Light1	 Light2	 Average	13	7	10		0	-1
Light1	 Light2	 Average	13	7	10		0	0
Light1	 Light2	 Average	13	8	10		0	1
Light1	 Light2	 Average	13	8	10		0	0
Light1	 Light2	 Average	13	7	10		0	-1
Light1	 Light2	 Average	13	8	10		0	1
Light1	 Light2	 Average	13	7	10		0	-1
Light1	 Light2	 Average	13	7	10		0	0
Light1	 Light2	 Average	13	8	10		0	1
Light1	 Light2	 Average	13	7	10		0	-1
Light1	 Light2	 Average	13	7	10		0	0
Light1	 Light2	 Average	13	7	10		0	0
Light1	 Light2	 Average	12	7	9		-1	0
Light1	 Light2	 Average	13	7	10		1	0
Light1	 Light2	 Average	12	7	9		-1	0
Light1	 Light2	 Average	12	7	9		0	0
Light1	 Light2	 Average	12	7	9		0	0
Light1	 Light2	 Average	12	7	9		0	0
Light1	 Light2	 Average	12	7	9		0	0
Light1	 Light2	 Average	12	7	9		0	0
Light1	 Light2	 Average	12	7	9		0	0
Light1	 Light2	 Average	12	7	9		0	0
Light1	 Light2	 Average	12	7	9		0	0
Light1	 Light2	 Average	12	7	9		0	0
Light1	 Light2	 Average	12	7	9		0	0
Light1	 Light2	 Average	12	7	9		0	0
Light1	 Light2	 Average	12	7	9		0	0
Light1	 Light2	 Average	12	7	9		0	0
Light1	 Light2	 Average	12	7	9		0	0
Light1	 Light2	 Average	12	7	9		0	0
Light1	 Light2	 Average	12	7	9		0	0
Light1	 Light2	 Average	12	7	9		0	0
Light1	 Light2	 Average	12	8	10		0	1
Light1	 Light2	 Average	12	7	9		0	-1
Light1	 Light2	 Average	12	7	9		0	0
Light1	 Light2	 Average	12	8	10		0	1
Light1	 Light2	 Average	13	7	10		1	-1
Light1	 Light2	 Average	12	8	10		-1	1
Light1	 Light2	 Average	12	8	10		0	0
Light1	 Light2	 Average	12	8	10		0	0
Light1	 Light2	 Average	12	8	10		0	0
Light1	 Light2	 Average	12	8	10		0	0
Light1	 Light2	 Average	12	8	10		0	0
Light1	 Light2	 Average	12	8	10		0	0
Light1	 Light2	 Average	12	8	10		0	0
Light1	 Light2	 Average	12	8	10		0	0
Light1	 Light2	 Average	13	8	10		1	0
Light1	 Light2	 Average	13	8	10		0	0
Light1	 Light2	 Average	13	8	10		0	0
Light1	 Light2	 Average	13	8	10		0	0
Light1	 Light2	 Average	12	8	10		-1	0
Light1	 Light2	 Average	12	8	10		0	0
Light1	 Light2	 Average	13	8	10		1	0
Light1	 Light2	 Average	12	8	10		-1	0
Light1	 Light2	 Average	12	8	10		0	0
Light1	 Light2	 Average	13	8	10		1	0
Light1	 Light2	 Average	12	8	10		-1	0
Light1	 Light2	 Average	13	8	10		1	0
Light1	 Light2	 Average	12	8	10		-1	0
Light1	 Light2	 Average	12	8	10		0	0
Light1	 Light2	 Average	13	8	10		1	0
Light1	 Light2	 Average	13	8	10		0	0
Light1	 Light2	 Average	12	8	10		-1	0
Light1	 Light2	 Average	13	8	10		1	0
Light1	 Light2	 Average	13	8	10		0	0
Light1	 Light2	 Average	12	8	10		-1	0
Light1	 Light2	 Average	13	8	10		1	0
Light1	 Light2	 Average	13	9	11		0	1
Light1	 Light2	 Average	13	9	11		0	0
Light1	 Light2	 Average	13	9	11		0	0
Light1	 Light2	 Average	12	9	10		-1	0
Light1	 Light2	 Average	12	9	10		0	0
Light1	 Light2	 Average	13	9	11		1	0
Light1	 Light2	 Average	13	9	11		0	0
Light1	 Light2	 Average	13	9	11		0	0
Light1	 Light2	 Average	13	9	11		0	0
Light1	 Light2	 Average	12	9	10		-1	0
Light1	 Light2	 Average	13	9	11		1	0
Light1	 Light2	 Average	13	9	11		0	0
Light1	 Light2	 Average	13	9	11		0	0
Light1	 Light2	 Average	13	9	11		0	0
Light1	 Light2	 Average	13	9	11		0	0
Light1	 Light2	 Average	13	9	11		0	0
Light1	 Light2	 Average	13	9	11		0	0
Light1	 Light2	 Average	13	9	11		0	0
Light1	 Light2	 Average	13	9	11		0	0
Light1	 Light2	 Average	13	9	11		0	0
Light1	 Light2	 Average	13	9	11		0	0
Light1	 Light2	 Average	13	9	11		0	0
Light1	 Light2	 Average	13	9	11		0	0
Light1	 Light2	 Average	13	9	11		0	0
Light1	 Light2	 Average	13	9	11		0	0
Light1	 Light2	 Average	13	9	11		0	0
Light1	 Light2	 Average	13	9	11		0	0
Light1	 Light2	 Average	13	9	11		0	0
Light1	 Light2	 Average	13	9	11		0	0
Light1	 Light2	 Average	13	9	11		0	0
Light1	 Light2	 Average	13	9	11		0	0
Light1	 Light2	 Average	13	9	11		0	0
Light1	 Light2	 Average	13	10	11		0	1
Light1	 Light2	 Average	13	9	11		0	-1
Light1	 Light2	 Average	13	10	11		0	1
Light1	 Light2	 Average	13	10	11		0	0
Light1	 Light2	 Average	13	10	11		0	0
Light1	 Light2	 Average	13	10	11		0	0
Light1	 Light2	 Average	13	10	11		0	0
Light1	 Light2	 Average	13	10	11		0	0
Light1	 Light2	 Average	13	10	11		0	0
Light1	 Light2	 Average	13	10	11		0	0
Light1	 Light2	 Average	13	10	11		0	0
Light1	 Light2	 Average	13	10	11		0	0
Light1	 Light2	 Average	13	10	11		0	0
Light1	 Light2	 Average	13	10	11		0	0
Light1	 Light2	 Average	13	10	11		0	0
Light1	 Light2	 Average	13	10	11		0	0
Light1	 Light2	 Average	13	10	11		0	0
Light1	 Light2	 Average	13	10	11		0	0
Light1	 Light2	 Average	13	10	11		0	0
Light1	 Light2	 Average	13	10	11		0	0
Light1	 Light2	 Average	13	10	11		0	0
Light1	 Light2	 Average	13	10	11		0	0
Light1	 Light2	 Average	13	10	11		0	0
Light1	 Light2	 Average	13	10	11		0	0
Light1	 Light2	 Average	13	10	11		0	0
Light1	 Light2	 Average	13	10	11		0	0
Light1	 Light2	 Average	13	10	11		0	0
Light1	 Light2	 Average	13	10	11		0	0
Light1	 Light2	 Average	13	10	11		0	0
Light1	 Light2	 Average	13	10	11		0	0
Light1	 Light2	 Average	13	10	11		0	0
Light1	 Light2	 Average	13	10	11		0	0
Light1	 Light2	 Average	13	10	11		0	0
Light1	 Light2	 Average	13	10	11		0	0
Light1	 Light2	 Average	13	10	11		0	0
Light1	 Light2	 Average	13	10	11		0	0
Light1	 Light2	 Average	13	10	11		0	0
Light1	 Light2	 Average	13	10	11		0	0
Light1	 Light2	 Average	13	10	11		0	0
Light1	 Light2	 Average	13	10	11		0	0
Light1	 Light2	 Average	13	10	11		0	0
Light1	 Light2	 Average	13	10	11		0	0
Light1	 Light2	 Average	13	10	11		0	0
Light1	 Light2	 Average	13	10	11		0	0
Light1	 Light2	 Average	13	10	11		0	0
Light1	 Light2	 Average	13	10	11		0	0
Light1	 Light2	 Average	13	10	11		0	0
Light1	 Light2	 Average	13	10	11		0	0
Light1	 Light2	 Average	13	10	11		0	0
Light1	 Light2	 Average	12	10	11		-1	0
Light1	 Light2	 Average	13	10	11		1	0
Light1	 Light2	 Average	13	10	11		0	0
Light1	 Light2	 Average	13	10	11		0	0
Light1	 Light2	 Average	13	10	11		0	0
Light1	 Light2	 Average	13	10	11		0	0
Light1	 Light2	 Average	13	10	11		0	0
Light1	 Light2	 Average	12	10	11		-1	0
Light1	 Light2	 Average	13	10	11		1	0
Light1	 Light2	 Average	13	10	11		0	0
Light1	 Light2	 Average	13	10	11		0	0
Light1	 Light2	 Average	13	10	11		0	0
Light1	 Light2	 Average	13	10	11		0	0
Light1	 Light2	 Average	13	10	11		0	0
Light1	 Light2	 Average	13	10	11		0	0
Light1	 Light2	 Average	13	10	11		0	0
Light1	 Light2	 Average	13	10	11		0	0
Light1	 Light2	 Average	13	10	11		0	0
Light1	 Light2	 Average	13	10	11		0	0
Light1	 Light2	 Average	13	10	11		0	0
Light1	 Light2	 Average	13	10	11		0	0
Light1	 Light2	 Average	13	10	11		0	0
Light1	 Light2	 Average	13	10	11		0	0
Light1	 Light2	 Average	13	10	11		0	0
Light1	 Light2	 Average	13	10	11		0	0
Light1	 Light2	 Average	13	10	11		0	0
Light1	 Light2	 Average	13	10	11		0	0
Light1	 Light2	 Average	13	10	11		0	0
Light1	 Light2	 Average	13	10	11		0	0
Light1	 Light2	 Average	13	10	11		0	0
Light1	 Light2	 Average	13	10	11		0	0
Light1	 Light2	 Average	13	10	11		0	0
Light1	 Light2	 Average	13	10	11		0	0
Light1	 Light2	 Average	13	10	11		0	0
Light1	 Light2	 Average	13	10	11		0	0
Light1	 Light2	 Average	13	10	11		0	0
Light1	 Light2	 Average	13	11	12		0	1
Light1	 Light2	 Average	13	11	12		0	0
Light1	 Light2	 Average	13	11	12		0	0
Light1	 Light2	 Average	13	11	12		0	0
Light1	 Light2	 Average	13	11	12		0	0
Light1	 Light2	 Average	13	11	12		0	0
Light1	 Light2	 Average	13	11	12		0	0
Light1	 Light2	 Average	13	11	12		0	0
Light1	 Light2	 Average	13	11	12		0	0
Light1	 Light2	 Average	13	11	12		0	0
Light1	 Light2	 Average	13	11	12		0	0
Light1	 Light2	 Average	13	11	12		0	0
Light1	 Light2	 Average	13	11	12		0	0
Light1	 Light2	 Average	13	11	12		0	0
Light1	 Light2	 Average	13	11	12		0	0
Light1	 Light2	 Average	13	11	12		0	0
Light1	 Light2	 Average	13	11	12		0	0
Light1	 Light2	 Average	13	11	12		0	0
Light1	 Light2	 Average	13	11	12		0	0
Light1	 Light2	 Average	13	11	12		0	0
Light1	 Light2	 Average	13	11	12		0	0
Light1	 Light2	 Average	13	11	12		0	0
Light1	 Light2	 Average	13	11	12		0	0
Light1	 Light2	 Average	13	11	12		0	0
Light1	 Light2	 Average	13	11	12		0	0
Light1	 Light2	 Average	13	11	12		0	0
Light1	 Light2	 Average	13	11	12		0	0
Light1	 Light2	 Average	13	11	12		0	0
Light1	 Light2	 Average	13	11	12		0	0
Light1	 Light2	 Average	13	11	12		0	0
Light1	 Light2	 Average	13	11	12		0	0
Light1	 Light2	 Average	13	11	12		0	0
Light1	 Light2	 Average	13	11	12		0	0
Light1	 Light2	 Average	13	11	12		0	0
Light1	 Light2	 Average	13	11	12		0	0
Light1	 Light2	 Average	13	11	12		0	0
Light1	 Light2	 Average	13	11	12		0	0
Light1	 Light2	 Average	13	11	12		0	0
Light1	 Light2	 Average	13	11	12		0	0
Light1	 Light2	 Average	13	11	12		0	0
Light1	 Light2	 Average	13	11	12		0	0
Light1	 Light2	 Average	13	11	12		0	0
Light1	 Light2	 Average	13	11	12		0	0
Light1	 Light2	 Average	13	11	12		0	0
Light1	 Light2	 Average	13	11	12		0	0
Light1	 Light2	 Average	13	11	12		0	0
Light1	 Light2	 Average	13	11	12		0	0
Light1	 Light2	 Average	13	11	12		0	0
Light1	 Light2	 Average	13	11	12		0	0
Light1	 Light2	 Average	13	11	12		0	0
Light1	 Light2	 Average	13	11	12		0	0
Light1	 Light2	 Average	13	12	12		0	1
Light1	 Light2	 Average	13	12	12		0	0
Light1	 Light2	 Average	13	12	12		0	0
Light1	 Light2	 Average	13	12	12		0	0
Light1	 Light2	 Average	13	12	12		0	0
Light1	 Light2	 Average	13	12	12		0	0
Light1	 Light2	 Average	13	12	12		0	0
Light1	 Light2	 Average	13	12	12		0	0
Light1	 Light2	 Average	13	12	12		0	0
Light1	 Light2	 Average	13	12	12		0	0
Light1	 Light2	 Average	13	12	12		0	0
Light1	 Light2	 Average	12	12	12		-1	0
Light1	 Light2	 Average	12	12	12		0	0
Light1	 Light2	 Average	13	12	12		1	0
Light1	 Light2	 Average	12	12	12		-1	0
Light1	 Light2	 Average	12	12	12		0	0
Light1	 Light2	 Average	12	12	12		0	0
Light1	 Light2	 Average	12	12	12		0	0
Light1	 Light2	 Average	12	12	12		0	0
Light1	 Light2	 Average	12	12	12		0	0
Light1	 Light2	 Average	12	12	12		0	0
Light1	 Light2	 Average	12	12	12		0	0
Light1	 Light2	 Average	12	12	12		0	0
Light1	 Light2	 Average	12	12	12		0	0
Light1	 Light2	 Average	12	12	12		0	0
Light1	 Light2	 Average	12	12	12		0	0
Light1	 Light2	 Average	12	12	12		0	0
Light1	 Light2	 Average	12	12	12		0	0
Light1	 Light2	 Average	12	12	12		0	0
Light1	 Light2	 Average	12	12	12		0	0
Light1	 Light2	 Average	12	12	12		0	0
Light1	 Light2	 Average	12	12	12		0	0
Light1	 Light2	 Average	12	12	12		0	0
Light1	 Light2	 Average	12	12	12		0	0
Light1	 Light2	 Average	12	12	12		0	0
Light1	 Light2	 Average	12	12	12		0	0
Light1	 Light2	 Average	12	12	12		0	0
Light1	 Light2	 Average	12	12	12		0	0
Light1	 Light2	 Average	12	12	12		0	0
Light1	 Light2	 Average	12	12	12		0	0
Light1	 Light2	 Average	12	12	12		0	0
Light1	 Light2	 Average	12	12	12		0	0
Light1	 Light2	 Average	12	12	12		0	0
Light1	 Light2	 Average	12	12	12		0	0
Light1	 Light2	 Average	12	12	12		0	0
Light1	 Light2	 Average	12	12	12		0	0
Light1	 Light2	 Average	12	12	12		0	0
Light1	 Light2	 Average	12	12	12		0	0
Light1	 Light2	 Average	12	12	12		0	0
Light1	 Light2	 Average	12	12	12		0	0
Light1	 Light2	 Average	12	12	12		0	0
Light1	 Light2	 Average	12	12	12		0	0
Light1	 Light2	 Average	12	12	12		0	0
Light1	 Light2	 Average	12	12	12		0	0
Light1	 Light2	 Average	12	12	12		0	0
Light1	 Light2	 Average	12	12	12		0	0
Light1	 Light2	 Average	12	12	12		0	0
Light1	 Light2	 Average	12	12	12		0	0
Light1	 Light2	 Average	12	12	12		0	0
Light1	 Light2	 Average	13	12	12		1	0
Light1	 Light2	 Average	12	12	12		-1	0
Light1	 Light2	 Average	12	12	12		0	0
Light1	 Light2	 Average	12	12	12		0	0
Light1	 Light2	 Average	12	12	12		0	0
Light1	 Light2	 Average	12	12	12		0	0
Light1	 Light2	 Average	12	12	12		0	0
Light1	 Light2	 Average	12	12	12		0	0
Light1	 Light2	 Average	12	12	12		0	0
Light1	 Light2	 Average	12	12	12		0	0
Light1	 Light2	 Average	12	12	12		0	0
Light1	 Light2	 Average	12	12	12		0	0
Light1	 Light2	 Average	12	12	12		0	0
Light1	 Light2	 Average	12	12	12		0	0
Light1	 Light2	 Average	12	12	12		0	0
Light1	 Light2	 Average	12	12	12		0	0
Light1	 Light2	 Average	12	12	12		0	0
Light1	 Light2	 Average	12	12	12		0	0
Light1	 Light2	 Average	12	12	12		0	0
Light1	 Light2	 Average	12	12	12		0	0
Light1	 Light2	 Average	12	12	12		0	0
Light1	 Light2	 Average	12	12	12		0	0
Light1	 Light2	 Average	12	12	12		0	0
Light1	 Light2	 Average	12	12	12		0	0
Light1	 Light2	 Average	13	12	12		1	0
Light1	 Light2	 Average	12	12	12		-1	0
Light1	 Light2	 Average	12	12	12		0	0
Light1	 Light2	 Average	12	12	12		0	0
Light1	 Light2	 Average	12	12	12		0	0
Light1	 Light2	 Average	12	12	12		0	0
Light1	 Light2	 Average	12	12	12		0	0
Light1	 Light2	 Average	12	12	12		0	0
Light1	 Light2	 Average	13	12	12		1	0
Light1	 Light2	 Average	12	12	12		-1	0
Light1	 Light2	 Average	12	12	12		0	0
Light1	 Light2	 Average	12	12	12		0	0
Light1	 Light2	 Average	12	12	12		0	0
Light1	 Light2	 Average	12	12	12		0	0
Light1	 Light2	 Average	12	12	12		0	0
Light1	 Light2	 Average	12	12	12		0	0
Light1	 Light2	 Average	12	12	12		0	0
Light1	 Light2	 Average	12	12	12		0	0
Light1	 Light2	 Average	12	12	12		0	0
Light1	 Light2	 Average	12	12	12		0	0
Light1	 Light2	 Average	12	12	12		0	0
Light1	 Light2	 Average	12	12	12		0	0
Light1	 Light2	 Average	12	12	12		0	0
Light1	 Light2	 Average	12	12	12		0	0
Light1	 Light2	 Average	12	12	12		0	0
Light1	 Light2	 Average	12	12	12		0	0
Light1	 Light2	 Average	12	12	12		0	0
Light1	 Light2	 Average	12	12	12		0	0
Light1	 Light2	 Average	12	13	12		0	1
Light1	 Light2	 Average	12	12	12		0	-1
Light1	 Light2	 Average	12	12	12		0	0
Light1	 Light2	 Average	12	12	12		0	0
Light1	 Light2	 Average	12	12	12		0	0
Light1	 Light2	 Average	12	12	12		0	0
Light1	 Light2	 Average	12	13	12		0	1
Light1	 Light2	 Average	12	12	12		0	-1
Light1	 Light2	 Average	12	13	12		0	1
Light1	 Light2	 Average	12	13	12		0	0
Light1	 Light2	 Average	12	12	12		0	-1
Light1	 Light2	 Average	12	13	12		0	1
Light1	 Light2	 Average	12	13	12		0	0
Light1	 Light2	 Average	12	13	12		0	0
Light1	 Light2	 Average	12	13	12		0	0
Light1	 Light2	 Average	12	13	12		0	0
Light1	 Light2	 Average	12	13	12		0	0
Light1	 Light2	 Average	12	13	12		0	0
Light1	 Light2	 Average	12	13	12		0	0
Light1	 Light2	 Average	12	13	12		0	0
Light1	 Light2	 Average	12	13	12		0	0
Light1	 Light2	 Average	12	13	12		0	0
Light1	 Light2	 Average	12	13	12		0	0
Light1	 Light2	 Average	12	13	12		0	0
Light1	 Light2	 Average	12	13	12		0	0
Light1	 Light2	 Average	12	13	12		0	0
Light1	 Light2	 Average	12	13	12		0	0
Light1	 Light2	 Average	12	13	12		0	0
Light1	 Light2	 Average	12	13	12		0	0
Light1	 Light2	 Average	12	13	12		0	0
Light1	 Light2	 Average	12	13	12		0	0
Light1	 Light2	 Average	12	13	12		0	0
Light1	 Light2	 Average	12	13	12		0	0
Light1	 Light2	 Average	12	13	12		0	0
Light1	 Light2	 Average	12	13	12		0	0
Light1	 Light2	 Average	12	13	12		0	0
Light1	 Light2	 Average	12	13	12		0	0
Light1	 Light2	 Average	12	13	12		0	0
Light1	 Light2	 Average	12	13	12		0	0
Light1	 Light2	 Average	12	13	12		0	0
Light1	 Light2	 Average	12	13	12		0	0
Light1	 Light2	 Average	12	13	12		0	0
Light1	 Light2	 Average	12	13	12		0	0
Light1	 Light2	 Average	12	13	12		0	0
Light1	 Light2	 Average	12	13	12		0	0
Light1	 Light2	 Average	12	13	12		0	0
Light1	 Light2	 Average	12	13	12		0	0
Light1	 Light2	 Average	12	13	12		0	0
Light1	 Light2	 Average	12	13	12		0	0
Light1	 Light2	 Average	12	13	12		0	0
Light1	 Light2	 Average	12	13	12		0	0
Light1	 Light2	 Average	12	13	12		0	0
Light1	 Light2	 Average	12	13	12		0	0
Light1	 Light2	 Average	12	13	12		0	0
Light1	 Light2	 Average	12	13	12		0	0
Light1	 Light2	 Average	12	13	12		0	0
Light1	 Light2	 Average	12	13	12		0	0
Light1	 Light2	 Average	12	14	13		0	1
Light1	 Light2	 Average	12	14	13		0	0
Light1	 Light2	 Average	12	14	13		0	0
Light1	 Light2	 Average	12	14	13		0	0
Light1	 Light2	 Average	12	14	13		0	0
Light1	 Light2	 Average	12	14	13		0	0
Light1	 Light2	 Average	12	14	13		0	0
Light1	 Light2	 Average	12	14	13		0	0
Light1	 Light2	 Average	12	14	13		0	0
Light1	 Light2	 Average	12	14	13		0	0
Light1	 Light2	 Average	12	14	13		0	0
Light1	 Light2	 Average	12	14	13		0	0
Light1	 Light2	 Average	12	14	13		0	0
Light1	 Light2	 Average	12	14	13		0	0
Light1	 Light2	 Average	12	14	13		0	0
Light1	 Light2	 Average	12	14	13		0	0
Light1	 Light2	 Average	12	14	13		0	0
Light1	 Light2	 Average	12	14	13		0	0
Light1	 Light2	 Average	12	14	13		0	0
Light1	 Light2	 Average	12	14	13		0	0
Light1	 Light2	 Average	12	14	13		0	0
Light1	 Light2	 Average	12	14	13		0	0
Light1	 Light2	 Average	12	14	13		0	0
Light1	 Light2	 Average	12	15	13		0	1
Light1	 Light2	 Average	12	15	13		0	0
Light1	 Light2	 Average	12	15	13		0	0
Light1	 Light2	 Average	12	15	13		0	0
Light1	 Light2	 Average	12	15	13		0	0
Light1	 Light2	 Average	12	15	13		0	0
Light1	 Light2	 Average	12	15	13		0	0
Light1	 Light2	 Average	12	15	13		0	0
Light1	 Light2	 Average	12	15	13		0	0
Light1	 Light2	 Average	12	15	13		0	0
Light1	 Light2	 Average	12	15	13		0	0
Light1	 Light2	 Average	12	15	13		0	0
Light1	 Light2	 Average	12	15	13		0	0
Light1	 Light2	 Average	12	15	13		0	0
Light1	 Light2	 Average	12	15	13		0	0
Light1	 Light2	 Average	12	15	13		0	0
Light1	 Light2	 Average	12	15	13		0	0
Light1	 Light2	 Average	12	15	13		0	0
Light1	 Light2	 Average	12	15	13		0	0
Light1	 Light2	 Average	12	15	13		0	0
Light1	 Light2	 Average	12	15	13		0	0
Light1	 Light2	 Average	12	15	13		0	0
Light1	 Light2	 Average	12	15	13		0	0
Light1	 Light2	 Average	12	15	13		0	0
Light1	 Light2	 Average	12	15	13		0	0
Light1	 Light2	 Average	12	15	13		0	0
Light1	 Light2	 Average	12	15	13		0	0
Light1	 Light2	 Average	12	15	13		0	0
Light1	 Light2	 Average	12	15	13		0	0
Light1	 Light2	 Average	12	15	13		0	0
Light1	 Light2	 Average	12	15	13		0	0
Light1	 Light2	 Average	12	15	13		0	0
Light1	 Light2	 Average	12	15	13		0	0
Light1	 Light2	 Average	12	15	13		0	0
Light1	 Light2	 Average	12	15	13		0	0
Light1	 Light2	 Average	12	15	13		0	0
Light1	 Light2	 Average	12	15	13		0	0
Light1	 Light2	 Average	12	15	13		0	0
Light1	 Light2	 Average	12	15	13		0	0
Light1	 Light2	 Average	12	15	13		0	0
Light1	 Light2	 Average	12	15	13		0	0
Light1	 Light2	 Average	12	15	13		0	0
Light1	 Light2	 Average	12	15	13		0	0
Light1	 Light2	 Average	12	15	13		0	0
Light1	 Light2	 Average	12	15	13		0	0
Light1	 Light2	 Average	12	15	13		0	0
Light1	 Light2	 Average	12	15	13		0	0
Light1	 Light2	 Average	12	15	13		0	0
Light1	 Light2	 Average	12	15	13		0	0
Light1	 Light2	 Average	12	15	13		0	0
Light1	 Light2	 Average	12	15	13		0	0
Light1	 Light2	 Average	12	16	14		0	1
Light1	 Light2	 Average	12	15	13		0	-1
Light1	 Light2	 Average	13	15	14		1	0
Light1	 Light2	 Average	13	15	14		0	0
Light1	 Light2	 Average	13	16	14		0	1
Light1	 Light2	 Average	12	16	14		-1	0
Light1	 Light2	 Average	12	16	14		0	0
Light1	 Light2	 Average	13	16	14		1	0
Light1	 Light2	 Average	13	16	14		0	0
Light1	 Light2	 Average	12	16	14		-1	0
Light1	 Light2	 Average	13	16	14		1	0
Light1	 Light2	 Average	13	16	14		0	0
Light1	 Light2	 Average	13	16	14		0	0
Light1	 Light2	 Average	13	16	14		0	0
Light1	 Light2	 Average	13	16	14		0	0
Light1	 Light2	 Average	12	16	14		-1	0
Light1	 Light2	 Average	13	16	14		1	0
Light1	 Light2	 Average	13	16	14		0	0
Light1	 Light2	 Average	12	16	14		-1	0
Light1	 Light2	 Average	13	16	14		1	0
Light1	 Light2	 Average	13	16	14		0	0
Light1	 Light2	 Average	13	16	14		0	0
Light1	 Light2	 Average	12	16	14		-1	0
Light1	 Light2	 Average	13	16	14		1	0
Light1	 Light2	 Average	12	16	14		-1	0
Light1	 Light2	 Average	12	16	14		0	0
Light1	 Light2	 Average	12	16	14		0	0
Light1	 Light2	 Average	12	16	14		0	0
Light1	 Light2	 Average	12	16	14		0	0
Light1	 Light2	 Average	12	16	14		0	0
Light1	 Light2	 Average	12	16	14		0	0
Light1	 Light2	 Average	12	16	14		0	0
Light1	 Light2	 Average	12	17	14		0	1
Light1	 Light2	 Average	12	16	14		0	-1
Light1	 Light2	 Average	12	16	14		0	0
Light1	 Light2	 Average	12	16	14		0	0
Light1	 Light2	 Average	12	17	14		0	1
Light1	 Light2	 Average	12	17	14		0	0
Light1	 Light2	 Average	12	17	14		0	0
Light1	 Light2	 Average	12	17	14		0	0
Light1	 Light2	 Average	12	17	14		0	0
Light1	 Light2	 Average	12	17	14		0	0
Light1	 Light2	 Average	12	17	14		0	0
Light1	 Light2	 Average	12	17	14		0	0
Light1	 Light2	 Average	12	17	14		0	0
Light1	 Light2	 Average	12	17	14		0	0
Light1	 Light2	 Average	12	17	14		0	0
Light1	 Light2	 Average	12	17	14		0	0
Light1	 Light2	 Average	12	17	14		0	0
Light1	 Light2	 Average	12	17	14		0	0
Light1	 Light2	 Average	12	17	14		0	0
